Location,Rainfall (inches),Date,YEAR,MONTH,DAY
Tatooine,0.04,20111120,2011,11,20
Tatooine,0,20111121,2011,11,21
Tatooine,0.0,20111122,2011,11,22
Tatooine,0,20111123,2011,11,23
Tatooine,0.01,20111124,2011,11,24
Tatooine,0.01,20111125,2011,11,25
Tatooine,0,20111126,2011,11,26
Tatooine,0.06,20111127,2011,11,27
Tatooine,0,20111128,2011,11,28
Tatooine,0.05,20111129,2011,11,29
Tatooine,0.01,20111130,2011,11,30
Tatooine,0.0,20111201,2011,12,1
Tatooine,0.07,20111202,2011,12,2
Tatooine,0.04,20111203,2011,12,3
Tatooine,0.09,20111204,2011,12,4
Tatooine,0.03,20111205,2011,12,5
Tatooine,0.06,20111206,2011,12,6
Tatooine,0.1,20111207,2011,12,7
Tatooine,0.03,20111208,2011,12,8
Tatooine,0.07,20111209,2011,12,9
Tatooine,0,20111210,2011,12,10
Tatooine,0.05,20111211,2011,12,11
Tatooine,0,20111212,2011,12,12
Tatooine,0.02,20111213,2011,12,13
Tatooine,0,20111214,2011,12,14
Tatooine,0,20111215,2011,12,15
Tatooine,0,20111216,2011,12,16
Tatooine,0,20111217,2011,12,17
Tatooine,0.05,20111218,2011,12,18
Tatooine,0.05,20111219,2011,12,19
Tatooine,0,20111220,2011,12,20
Tatooine,0.03,20111221,2011,12,21
Tatooine,0.01,20111222,2011,12,22
Tatooine,0.04,20111223,2011,12,23
Tatooine,0.05,20111224,2011,12,24
Tatooine,0.02,20111225,2011,12,25
Tatooine,0.07,20111226,2011,12,26
Tatooine,0.04,20111227,2011,12,27
Tatooine,0,20111228,2011,12,28
Tatooine,0.04,20111229,2011,12,29
Tatooine,0,20111230,2011,12,30
Tatooine,0.03,20111231,2011,12,31
Tatooine,0.25,20120101,2012,1,1
Tatooine,0.38,20120102,2012,1,2
Tatooine,0.24,20120103,2012,1,3
Tatooine,0.31,20120104,2012,1,4
Tatooine,0,20120105,2012,1,5
Tatooine,0,20120106,2012,1,6
Tatooine,0.25,20120107,2012,1,7
Tatooine,0,20120108,2012,1,8
Tatooine,0.38,20120109,2012,1,9
Tatooine,0.36,20120110,2012,1,10
Tatooine,0.32,20120111,2012,1,11
Tatooine,0.4,20120112,2012,1,12
Tatooine,0,20120113,2012,1,13
Tatooine,0,20120114,2012,1,14
Tatooine,0,20120115,2012,1,15
Tatooine,0.39,20120116,2012,1,16
Tatooine,0.26,20120117,2012,1,17
Tatooine,0,20120118,2012,1,18
Tatooine,0.21,20120119,2012,1,19
Tatooine,0,20120120,2012,1,20
Tatooine,0.2,20120121,2012,1,21
Tatooine,0,20120122,2012,1,22
Tatooine,0.37,20120123,2012,1,23
Tatooine,0,20120124,2012,1,24
Tatooine,0.35,20120125,2012,1,25
Tatooine,0.33,20120126,2012,1,26
Tatooine,0.27,20120127,2012,1,27
Tatooine,0.35,20120128,2012,1,28
Tatooine,0.37,20120129,2012,1,29
Tatooine,0.24,20120130,2012,1,30
Tatooine,0.33,20120131,2012,1,31
Tatooine,0.21,20120201,2012,2,1
Tatooine,0.21,20120202,2012,2,2
Tatooine,0,20120203,2012,2,3
Tatooine,0.21,20120204,2012,2,4
Tatooine,0.26,20120205,2012,2,5
Tatooine,0.37,20120206,2012,2,6
Tatooine,0,20120207,2012,2,7
Tatooine,0,20120208,2012,2,8
Tatooine,0.33,20120209,2012,2,9
Tatooine,0,20120210,2012,2,10
Tatooine,0,20120211,2012,2,11
Tatooine,0,20120212,2012,2,12
Tatooine,0,20120213,2012,2,13
Tatooine,0.29,20120214,2012,2,14
Tatooine,0.26,20120215,2012,2,15
Tatooine,0,20120216,2012,2,16
Tatooine,0,20120217,2012,2,17
Tatooine,0.36,20120218,2012,2,18
Tatooine,0.28,20120219,2012,2,19
Tatooine,0,20120220,2012,2,20
Tatooine,0.24,20120221,2012,2,21
Tatooine,0.32,20120222,2012,2,22
Tatooine,0,20120223,2012,2,23
Tatooine,0.24,20120224,2012,2,24
Tatooine,0,20120225,2012,2,25
Tatooine,0.29,20120226,2012,2,26
Tatooine,0.21,20120227,2012,2,27
Tatooine,0.31,20120228,2012,2,28
Tatooine,0.2,20120229,2012,2,29
Tatooine,0,20120301,2012,3,1
Tatooine,0.24,20120302,2012,3,2
Tatooine,0,20120303,2012,3,3
Tatooine,0.23,20120304,2012,3,4
Tatooine,0.33,20120305,2012,3,5
Tatooine,0,20120306,2012,3,6
Tatooine,0.21,20120307,2012,3,7
Tatooine,0.36,20120308,2012,3,8
Tatooine,0,20120309,2012,3,9
Tatooine,0,20120310,2012,3,10
Tatooine,0,20120311,2012,3,11
Tatooine,0,20120312,2012,3,12
Tatooine,0,20120313,2012,3,13
Tatooine,0.27,20120314,2012,3,14
Tatooine,0.24,20120315,2012,3,15
Tatooine,0.27,20120316,2012,3,16
Tatooine,0.24,20120317,2012,3,17
Tatooine,0.21,20120318,2012,3,18
Tatooine,0,20120319,2012,3,19
Tatooine,0.2,20120320,2012,3,20
Tatooine,0.22,20120321,2012,3,21
Tatooine,0.38,20120322,2012,3,22
Tatooine,0.23,20120323,2012,3,23
Tatooine,0.32,20120324,2012,3,24
Tatooine,0.27,20120325,2012,3,25
Tatooine,0,20120326,2012,3,26
Tatooine,0.38,20120327,2012,3,27
Tatooine,0,20120328,2012,3,28
Tatooine,0,20120329,2012,3,29
Tatooine,0,20120330,2012,3,30
Tatooine,0.39,20120331,2012,3,31
Tatooine,0.35,20120401,2012,4,1
Tatooine,0.29,20120402,2012,4,2
Tatooine,0.25,20120403,2012,4,3
Tatooine,0.29,20120404,2012,4,4
Tatooine,0.28,20120405,2012,4,5
Tatooine,0,20120406,2012,4,6
Tatooine,0,20120407,2012,4,7
Tatooine,0.28,20120408,2012,4,8
Tatooine,0.34,20120409,2012,4,9
Tatooine,0.36,20120410,2012,4,10
Tatooine,0,20120411,2012,4,11
Tatooine,0.34,20120412,2012,4,12
Tatooine,0.3,20120413,2012,4,13
Tatooine,0.29,20120414,2012,4,14
Tatooine,0,20120415,2012,4,15
Tatooine,0.27,20120416,2012,4,16
Tatooine,0,20120417,2012,4,17
Tatooine,0.34,20120418,2012,4,18
Tatooine,0.2,20120419,2012,4,19
Tatooine,0,20120420,2012,4,20
Tatooine,0,20120421,2012,4,21
Tatooine,0.23,20120422,2012,4,22
Tatooine,0.28,20120423,2012,4,23
Tatooine,0,20120424,2012,4,24
Tatooine,0.34,20120425,2012,4,25
Tatooine,0.25,20120426,2012,4,26
Tatooine,0.38,20120427,2012,4,27
Tatooine,0.25,20120428,2012,4,28
Tatooine,0,20120429,2012,4,29
Tatooine,0,20120430,2012,4,30
Tatooine,0.23,20120501,2012,5,1
Tatooine,0.32,20120502,2012,5,2
Tatooine,0.21,20120503,2012,5,3
Tatooine,0.33,20120504,2012,5,4
Tatooine,0.37,20120505,2012,5,5
Tatooine,0.4,20120506,2012,5,6
Tatooine,0.22,20120507,2012,5,7
Tatooine,0.37,20120508,2012,5,8
Tatooine,0,20120509,2012,5,9
Tatooine,0.32,20120510,2012,5,10
Tatooine,0.29,20120511,2012,5,11
Tatooine,0,20120512,2012,5,12
Tatooine,0,20120513,2012,5,13
Tatooine,0,20120514,2012,5,14
Tatooine,0.26,20120515,2012,5,15
Tatooine,0,20120516,2012,5,16
Tatooine,0,20120517,2012,5,17
Tatooine,0.38,20120518,2012,5,18
Tatooine,0.37,20120519,2012,5,19
Tatooine,0.33,20120520,2012,5,20
Tatooine,0.32,20120521,2012,5,21
Tatooine,0.25,20120522,2012,5,22
Tatooine,0,20120523,2012,5,23
Tatooine,0.34,20120524,2012,5,24
Tatooine,0.34,20120525,2012,5,25
Tatooine,0.34,20120526,2012,5,26
Tatooine,0.3,20120527,2012,5,27
Tatooine,0,20120528,2012,5,28
Tatooine,0.29,20120529,2012,5,29
Tatooine,0.39,20120530,2012,5,30
Tatooine,0.25,20120531,2012,5,31
Tatooine,0.06,20120601,2012,6,1
Tatooine,0,20120602,2012,6,2
Tatooine,0.06,20120603,2012,6,3
Tatooine,0.0,20120604,2012,6,4
Tatooine,0,20120605,2012,6,5
Tatooine,0.1,20120606,2012,6,6
Tatooine,0.07,20120607,2012,6,7
Tatooine,0,20120608,2012,6,8
Tatooine,0,20120609,2012,6,9
Tatooine,0,20120610,2012,6,10
Tatooine,0,20120611,2012,6,11
Tatooine,0.07,20120612,2012,6,12
Tatooine,0,20120613,2012,6,13
Tatooine,0,20120614,2012,6,14
Tatooine,0,20120615,2012,6,15
Tatooine,0,20120616,2012,6,16
Tatooine,0,20120617,2012,6,17
Tatooine,0.04,20120618,2012,6,18
Tatooine,0.1,20120619,2012,6,19
Tatooine,0,20120620,2012,6,20
Tatooine,0.04,20120621,2012,6,21
Tatooine,0.01,20120622,2012,6,22
Tatooine,0,20120623,2012,6,23
Tatooine,0,20120624,2012,6,24
Tatooine,0.1,20120625,2012,6,25
Tatooine,0.07,20120626,2012,6,26
Tatooine,0,20120627,2012,6,27
Tatooine,0,20120628,2012,6,28
Tatooine,0.02,20120629,2012,6,29
Tatooine,0,20120630,2012,6,30
Tatooine,0,20120701,2012,7,1
Tatooine,0.08,20120702,2012,7,2
Tatooine,0.08,20120703,2012,7,3
Tatooine,0.02,20120704,2012,7,4
Tatooine,0.02,20120705,2012,7,5
Tatooine,0.01,20120706,2012,7,6
Tatooine,0,20120707,2012,7,7
Tatooine,0,20120708,2012,7,8
Tatooine,0,20120709,2012,7,9
Tatooine,0.06,20120710,2012,7,10
Tatooine,0.07,20120711,2012,7,11
Tatooine,0.04,20120712,2012,7,12
Tatooine,0,20120713,2012,7,13
Tatooine,0.06,20120714,2012,7,14
Tatooine,0,20120715,2012,7,15
Tatooine,0,20120716,2012,7,16
Tatooine,0,20120717,2012,7,17
Tatooine,0.01,20120718,2012,7,18
Tatooine,0,20120719,2012,7,19
Tatooine,0,20120720,2012,7,20
Tatooine,0.02,20120721,2012,7,21
Tatooine,0.08,20120722,2012,7,22
Tatooine,0.01,20120723,2012,7,23
Tatooine,0.01,20120724,2012,7,24
Tatooine,0,20120725,2012,7,25
Tatooine,0,20120726,2012,7,26
Tatooine,0,20120727,2012,7,27
Tatooine,0.01,20120728,2012,7,28
Tatooine,0,20120729,2012,7,29
Tatooine,0,20120730,2012,7,30
Tatooine,0,20120731,2012,7,31
Tatooine,0,20120801,2012,8,1
Tatooine,0.07,20120802,2012,8,2
Tatooine,0.07,20120803,2012,8,3
Tatooine,0.03,20120804,2012,8,4
Tatooine,0,20120805,2012,8,5
Tatooine,0,20120806,2012,8,6
Tatooine,0.09,20120807,2012,8,7
Tatooine,0.03,20120808,2012,8,8
Tatooine,0.0,20120809,2012,8,9
Tatooine,0,20120810,2012,8,10
Tatooine,0,20120811,2012,8,11
Tatooine,0.06,20120812,2012,8,12
Tatooine,0,20120813,2012,8,13
Tatooine,0.09,20120814,2012,8,14
Tatooine,0.06,20120815,2012,8,15
Tatooine,0.06,20120816,2012,8,16
Tatooine,0,20120817,2012,8,17
Tatooine,0.07,20120818,2012,8,18
Tatooine,0,20120819,2012,8,19
Tatooine,0.04,20120820,2012,8,20
Tatooine,0,20120821,2012,8,21
Tatooine,0.05,20120822,2012,8,22
Tatooine,0,20120823,2012,8,23
Tatooine,0.06,20120824,2012,8,24
Tatooine,0,20120825,2012,8,25
Tatooine,0,20120826,2012,8,26
Tatooine,0.01,20120827,2012,8,27
Tatooine,0.07,20120828,2012,8,28
Tatooine,0.06,20120829,2012,8,29
Tatooine,0,20120830,2012,8,30
Tatooine,0.08,20120831,2012,8,31
Tatooine,0.01,20120901,2012,9,1
Tatooine,0,20120902,2012,9,2
Tatooine,0.07,20120903,2012,9,3
Tatooine,0.01,20120904,2012,9,4
Tatooine,0.05,20120905,2012,9,5
Tatooine,0.05,20120906,2012,9,6
Tatooine,0.09,20120907,2012,9,7
Tatooine,0.03,20120908,2012,9,8
Tatooine,0.08,20120909,2012,9,9
Tatooine,0,20120910,2012,9,10
Tatooine,0.06,20120911,2012,9,11
Tatooine,0,20120912,2012,9,12
Tatooine,0.03,20120913,2012,9,13
Tatooine,0.02,20120914,2012,9,14
Tatooine,0.02,20120915,2012,9,15
Tatooine,0.09,20120916,2012,9,16
Tatooine,0,20120917,2012,9,17
Tatooine,0.08,20120918,2012,9,18
Tatooine,0,20120919,2012,9,19
Tatooine,0.04,20120920,2012,9,20
Tatooine,0,20120921,2012,9,21
Tatooine,0.08,20120922,2012,9,22
Tatooine,0.0,20120923,2012,9,23
Tatooine,0,20120924,2012,9,24
Tatooine,0,20120925,2012,9,25
Tatooine,0.09,20120926,2012,9,26
Tatooine,0,20120927,2012,9,27
Tatooine,0,20120928,2012,9,28
Tatooine,0.06,20120929,2012,9,29
Tatooine,0,20120930,2012,9,30
Tatooine,0.1,20121001,2012,10,1
Tatooine,0,20121002,2012,10,2
Tatooine,0.03,20121003,2012,10,3
Tatooine,0.06,20121004,2012,10,4
Tatooine,0.07,20121005,2012,10,5
Tatooine,0,20121006,2012,10,6
Tatooine,0.03,20121007,2012,10,7
Tatooine,0,20121008,2012,10,8
Tatooine,0,20121009,2012,10,9
Tatooine,0,20121010,2012,10,10
Tatooine,0.04,20121011,2012,10,11
Tatooine,0.01,20121012,2012,10,12
Tatooine,0,20121013,2012,10,13
Tatooine,0.02,20121014,2012,10,14
Tatooine,0.09,20121015,2012,10,15
Tatooine,0.0,20121016,2012,10,16
Tatooine,0.04,20121017,2012,10,17
Tatooine,0.05,20121018,2012,10,18
Tatooine,0.01,20121019,2012,10,19
Tatooine,0,20121020,2012,10,20
Tatooine,0.0,20121021,2012,10,21
Tatooine,0,20121022,2012,10,22
Tatooine,0,20121023,2012,10,23
Tatooine,0.05,20121024,2012,10,24
Tatooine,0.07,20121025,2012,10,25
Tatooine,0,20121026,2012,10,26
Tatooine,0.04,20121027,2012,10,27
Tatooine,0,20121028,2012,10,28
Tatooine,0,20121029,2012,10,29
Tatooine,0.03,20121030,2012,10,30
Tatooine,0.03,20121031,2012,10,31
Tatooine,0.06,20121101,2012,11,1
Tatooine,0,20121102,2012,11,2
Tatooine,0.09,20121103,2012,11,3
Tatooine,0,20121104,2012,11,4
Tatooine,0,20121105,2012,11,5
Tatooine,0,20121106,2012,11,6
Tatooine,0.04,20121107,2012,11,7
Tatooine,0.06,20121108,2012,11,8
Tatooine,0,20121109,2012,11,9
Tatooine,0.0,20121110,2012,11,10
Tatooine,0,20121111,2012,11,11
Tatooine,0,20121112,2012,11,12
Tatooine,0.03,20121113,2012,11,13
Tatooine,0,20121114,2012,11,14
Tatooine,0.03,20121115,2012,11,15
Tatooine,0.09,20121116,2012,11,16
Tatooine,0.01,20121117,2012,11,17
Tatooine,0.09,20121118,2012,11,18
Tatooine,0.1,20121119,2012,11,19
Tatooine,0.02,20121120,2012,11,20
Tatooine,0.05,20121121,2012,11,21
Tatooine,0.05,20121122,2012,11,22
Tatooine,0,20121123,2012,11,23
Tatooine,0.03,20121124,2012,11,24
Tatooine,0.01,20121125,2012,11,25
Tatooine,0.06,20121126,2012,11,26
Tatooine,0.06,20121127,2012,11,27
Tatooine,0,20121128,2012,11,28
Tatooine,0,20121129,2012,11,29
Tatooine,0,20121130,2012,11,30
Tatooine,0,20121201,2012,12,1
Tatooine,0.0,20121202,2012,12,2
Tatooine,0.01,20121203,2012,12,3
Tatooine,0,20121204,2012,12,4
Tatooine,0,20121205,2012,12,5
Tatooine,0.08,20121206,2012,12,6
Tatooine,0.05,20121207,2012,12,7
Tatooine,0.06,20121208,2012,12,8
Tatooine,0,20121209,2012,12,9
Tatooine,0.0,20121210,2012,12,10
Tatooine,0,20121211,2012,12,11
Tatooine,0.03,20121212,2012,12,12
Tatooine,0,20121213,2012,12,13
Tatooine,0,20121214,2012,12,14
Tatooine,0,20121215,2012,12,15
Tatooine,0,20121216,2012,12,16
Tatooine,0.04,20121217,2012,12,17
Tatooine,0,20121218,2012,12,18
Tatooine,0,20121219,2012,12,19
Tatooine,0.09,20121220,2012,12,20
Tatooine,0,20121221,2012,12,21
Tatooine,0.02,20121222,2012,12,22
Tatooine,0.07,20121223,2012,12,23
Tatooine,0.07,20121224,2012,12,24
Tatooine,0,20121225,2012,12,25
Tatooine,0,20121226,2012,12,26
Tatooine,0.04,20121227,2012,12,27
Tatooine,0.08,20121228,2012,12,28
Tatooine,0.09,20121229,2012,12,29
Tatooine,0,20121230,2012,12,30
Tatooine,0,20121231,2012,12,31
Tatooine,0,20130101,2013,1,1
Tatooine,0,20130102,2013,1,2
Tatooine,0.32,20130103,2013,1,3
Tatooine,0,20130104,2013,1,4
Tatooine,0.33,20130105,2013,1,5
Tatooine,0,20130106,2013,1,6
Tatooine,0,20130107,2013,1,7
Tatooine,0,20130108,2013,1,8
Tatooine,0.23,20130109,2013,1,9
Tatooine,0.31,20130110,2013,1,10
Tatooine,0,20130111,2013,1,11
Tatooine,0,20130112,2013,1,12
Tatooine,0,20130113,2013,1,13
Tatooine,0.25,20130114,2013,1,14
Tatooine,0,20130115,2013,1,15
Tatooine,0.28,20130116,2013,1,16
Tatooine,0,20130117,2013,1,17
Tatooine,0.37,20130118,2013,1,18
Tatooine,0,20130119,2013,1,19
Tatooine,0,20130120,2013,1,20
Tatooine,0,20130121,2013,1,21
Tatooine,0,20130122,2013,1,22
Tatooine,0.34,20130123,2013,1,23
Tatooine,0,20130124,2013,1,24
Tatooine,0.28,20130125,2013,1,25
Tatooine,0,20130126,2013,1,26
Tatooine,0.34,20130127,2013,1,27
Tatooine,0,20130128,2013,1,28
Tatooine,0.35,20130129,2013,1,29
Tatooine,0.22,20130130,2013,1,30
Tatooine,0.31,20130131,2013,1,31
Tatooine,0,20130201,2013,2,1
Tatooine,0.27,20130202,2013,2,2
Tatooine,0.34,20130203,2013,2,3
Tatooine,0,20130204,2013,2,4
Tatooine,0,20130205,2013,2,5
Tatooine,0.3,20130206,2013,2,6
Tatooine,0.35,20130207,2013,2,7
Tatooine,0,20130208,2013,2,8
Tatooine,0.21,20130209,2013,2,9
Tatooine,0,20130210,2013,2,10
Tatooine,0.33,20130211,2013,2,11
Tatooine,0.34,20130212,2013,2,12
Tatooine,0,20130213,2013,2,13
Tatooine,0.26,20130214,2013,2,14
Tatooine,0,20130215,2013,2,15
Tatooine,0.22,20130216,2013,2,16
Tatooine,0,20130217,2013,2,17
Tatooine,0.32,20130218,2013,2,18
Tatooine,0.4,20130219,2013,2,19
Tatooine,0.21,20130220,2013,2,20
Tatooine,0.27,20130221,2013,2,21
Tatooine,0.26,20130222,2013,2,22
Tatooine,0.28,20130223,2013,2,23
Tatooine,0.32,20130224,2013,2,24
Tatooine,0,20130225,2013,2,25
Tatooine,0.24,20130226,2013,2,26
Tatooine,0.35,20130227,2013,2,27
Tatooine,0,20130228,2013,2,28
Tatooine,0.33,20130301,2013,3,1
Tatooine,0.39,20130302,2013,3,2
Tatooine,0,20130303,2013,3,3
Tatooine,0.27,20130304,2013,3,4
Tatooine,0.28,20130305,2013,3,5
Tatooine,0.25,20130306,2013,3,6
Tatooine,0.37,20130307,2013,3,7
Tatooine,0.28,20130308,2013,3,8
Tatooine,0,20130309,2013,3,9
Tatooine,0.21,20130310,2013,3,10
Tatooine,0.37,20130311,2013,3,11
Tatooine,0.23,20130312,2013,3,12
Tatooine,0.31,20130313,2013,3,13
Tatooine,0,20130314,2013,3,14
Tatooine,0,20130315,2013,3,15
Tatooine,0.27,20130316,2013,3,16
Tatooine,0,20130317,2013,3,17
Tatooine,0.33,20130318,2013,3,18
Tatooine,0,20130319,2013,3,19
Tatooine,0.37,20130320,2013,3,20
Tatooine,0,20130321,2013,3,21
Tatooine,0,20130322,2013,3,22
Tatooine,0.37,20130323,2013,3,23
Tatooine,0.39,20130324,2013,3,24
Tatooine,0,20130325,2013,3,25
Tatooine,0.26,20130326,2013,3,26
Tatooine,0.28,20130327,2013,3,27
Tatooine,0.29,20130328,2013,3,28
Tatooine,0.34,20130329,2013,3,29
Tatooine,0,20130330,2013,3,30
Tatooine,0,20130331,2013,3,31
Tatooine,0.31,20130401,2013,4,1
Tatooine,0.25,20130402,2013,4,2
Tatooine,0,20130403,2013,4,3
Tatooine,0,20130404,2013,4,4
Tatooine,0.36,20130405,2013,4,5
Tatooine,0.32,20130406,2013,4,6
Tatooine,0.28,20130407,2013,4,7
Tatooine,0,20130408,2013,4,8
Tatooine,0,20130409,2013,4,9
Tatooine,0.38,20130410,2013,4,10
Tatooine,0.34,20130411,2013,4,11
Tatooine,0.32,20130412,2013,4,12
Tatooine,0,20130413,2013,4,13
Tatooine,0,20130414,2013,4,14
Tatooine,0.25,20130415,2013,4,15
Tatooine,0,20130416,2013,4,16
Tatooine,0.35,20130417,2013,4,17
Tatooine,0.2,20130418,2013,4,18
Tatooine,0.21,20130419,2013,4,19
Tatooine,0.24,20130420,2013,4,20
Tatooine,0.2,20130421,2013,4,21
Tatooine,0.3,20130422,2013,4,22
Tatooine,0,20130423,2013,4,23
Tatooine,0.29,20130424,2013,4,24
Tatooine,0.36,20130425,2013,4,25
Tatooine,0.29,20130426,2013,4,26
Tatooine,0.28,20130427,2013,4,27
Tatooine,0.28,20130428,2013,4,28
Tatooine,0.34,20130429,2013,4,29
Tatooine,0,20130430,2013,4,30
Tatooine,0.36,20130501,2013,5,1
Tatooine,0.31,20130502,2013,5,2
Tatooine,0.22,20130503,2013,5,3
Tatooine,0.27,20130504,2013,5,4
Tatooine,0.31,20130505,2013,5,5
Tatooine,0.32,20130506,2013,5,6
Tatooine,0.31,20130507,2013,5,7
Tatooine,0.4,20130508,2013,5,8
Tatooine,0.23,20130509,2013,5,9
Tatooine,0.21,20130510,2013,5,10
Tatooine,0.21,20130511,2013,5,11
Tatooine,0.39,20130512,2013,5,12
Tatooine,0.37,20130513,2013,5,13
Tatooine,0.25,20130514,2013,5,14
Tatooine,0,20130515,2013,5,15
Tatooine,0,20130516,2013,5,16
Tatooine,0,20130517,2013,5,17
Tatooine,0.31,20130518,2013,5,18
Tatooine,0.38,20130519,2013,5,19
Tatooine,0.38,20130520,2013,5,20
Tatooine,0.33,20130521,2013,5,21
Tatooine,0.27,20130522,2013,5,22
Tatooine,0.26,20130523,2013,5,23
Tatooine,0.33,20130524,2013,5,24
Tatooine,0.31,20130525,2013,5,25
Tatooine,0.24,20130526,2013,5,26
Tatooine,0.35,20130527,2013,5,27
Tatooine,0.37,20130528,2013,5,28
Tatooine,0.22,20130529,2013,5,29
Tatooine,0,20130530,2013,5,30
Tatooine,0.37,20130531,2013,5,31
Tatooine,0,20130601,2013,6,1
Tatooine,0.02,20130602,2013,6,2
Tatooine,0,20130603,2013,6,3
Tatooine,0,20130604,2013,6,4
Tatooine,0,20130605,2013,6,5
Tatooine,0,20130606,2013,6,6
Tatooine,0,20130607,2013,6,7
Tatooine,0.08,20130608,2013,6,8
Tatooine,0,20130609,2013,6,9
Tatooine,0.07,20130610,2013,6,10
Tatooine,0.01,20130611,2013,6,11
Tatooine,0,20130612,2013,6,12
Tatooine,0,20130613,2013,6,13
Tatooine,0.06,20130614,2013,6,14
Tatooine,0.04,20130615,2013,6,15
Tatooine,0.08,20130616,2013,6,16
Tatooine,0.1,20130617,2013,6,17
Tatooine,0.04,20130618,2013,6,18
Tatooine,0,20130619,2013,6,19
Tatooine,0.03,20130620,2013,6,20
Tatooine,0.0,20130621,2013,6,21
Tatooine,0.06,20130622,2013,6,22
Tatooine,0,20130623,2013,6,23
Tatooine,0.1,20130624,2013,6,24
Tatooine,0.09,20130625,2013,6,25
Tatooine,0.01,20130626,2013,6,26
Tatooine,0.07,20130627,2013,6,27
Tatooine,0,20130628,2013,6,28
Tatooine,0.09,20130629,2013,6,29
Tatooine,0.02,20130630,2013,6,30
Tatooine,0,20130701,2013,7,1
Tatooine,0.04,20130702,2013,7,2
Tatooine,0.08,20130703,2013,7,3
Tatooine,0.09,20130704,2013,7,4
Tatooine,0.0,20130705,2013,7,5
Tatooine,0.03,20130706,2013,7,6
Tatooine,0,20130707,2013,7,7
Tatooine,0.01,20130708,2013,7,8
Tatooine,0,20130709,2013,7,9
Tatooine,0,20130710,2013,7,10
Tatooine,0,20130711,2013,7,11
Tatooine,0,20130712,2013,7,12
Tatooine,0.01,20130713,2013,7,13
Tatooine,0,20130714,2013,7,14
Tatooine,0.1,20130715,2013,7,15
Tatooine,0.1,20130716,2013,7,16
Tatooine,0.03,20130717,2013,7,17
Tatooine,0.01,20130718,2013,7,18
Tatooine,0.03,20130719,2013,7,19
Tatooine,0,20130720,2013,7,20
Tatooine,0,20130721,2013,7,21
Tatooine,0.09,20130722,2013,7,22
Tatooine,0.07,20130723,2013,7,23
Tatooine,0.09,20130724,2013,7,24
Tatooine,0,20130725,2013,7,25
Tatooine,0,20130726,2013,7,26
Tatooine,0.09,20130727,2013,7,27
Tatooine,0.06,20130728,2013,7,28
Tatooine,0,20130729,2013,7,29
Tatooine,0.06,20130730,2013,7,30
Tatooine,0.01,20130731,2013,7,31
Tatooine,0,20130801,2013,8,1
Tatooine,0,20130802,2013,8,2
Tatooine,0.04,20130803,2013,8,3
Tatooine,0.02,20130804,2013,8,4
Tatooine,0,20130805,2013,8,5
Tatooine,0,20130806,2013,8,6
Tatooine,0,20130807,2013,8,7
Tatooine,0.0,20130808,2013,8,8
Tatooine,0.03,20130809,2013,8,9
Tatooine,0.08,20130810,2013,8,10
Tatooine,0,20130811,2013,8,11
Tatooine,0.05,20130812,2013,8,12
Tatooine,0,20130813,2013,8,13
Tatooine,0,20130814,2013,8,14
Tatooine,0,20130815,2013,8,15
Tatooine,0.09,20130816,2013,8,16
Tatooine,0.07,20130817,2013,8,17
Tatooine,0,20130818,2013,8,18
Tatooine,0.02,20130819,2013,8,19
Tatooine,0,20130820,2013,8,20
Tatooine,0,20130821,2013,8,21
Tatooine,0.05,20130822,2013,8,22
Tatooine,0.02,20130823,2013,8,23
Tatooine,0.06,20130824,2013,8,24
Tatooine,0,20130825,2013,8,25
Tatooine,0,20130826,2013,8,26
Tatooine,0,20130827,2013,8,27
Tatooine,0,20130828,2013,8,28
Tatooine,0.03,20130829,2013,8,29
Tatooine,0,20130830,2013,8,30
Tatooine,0,20130831,2013,8,31
Tatooine,0.07,20130901,2013,9,1
Tatooine,0.0,20130902,2013,9,2
Tatooine,0.09,20130903,2013,9,3
Tatooine,0.05,20130904,2013,9,4
Tatooine,0,20130905,2013,9,5
Tatooine,0,20130906,2013,9,6
Tatooine,0.04,20130907,2013,9,7
Tatooine,0,20130908,2013,9,8
Tatooine,0,20130909,2013,9,9
Tatooine,0.02,20130910,2013,9,10
Tatooine,0.0,20130911,2013,9,11
Tatooine,0.04,20130912,2013,9,12
Tatooine,0.01,20130913,2013,9,13
Tatooine,0.03,20130914,2013,9,14
Tatooine,0.07,20130915,2013,9,15
Tatooine,0.04,20130916,2013,9,16
Tatooine,0.05,20130917,2013,9,17
Tatooine,0.05,20130918,2013,9,18
Tatooine,0.06,20130919,2013,9,19
Tatooine,0,20130920,2013,9,20
Tatooine,0,20130921,2013,9,21
Tatooine,0.06,20130922,2013,9,22
Tatooine,0,20130923,2013,9,23
Tatooine,0,20130924,2013,9,24
Tatooine,0.1,20130925,2013,9,25
Tatooine,0.07,20130926,2013,9,26
Tatooine,0,20130927,2013,9,27
Tatooine,0,20130928,2013,9,28
Tatooine,0.07,20130929,2013,9,29
Tatooine,0,20130930,2013,9,30
Tatooine,0.05,20131001,2013,10,1
Tatooine,0.02,20131002,2013,10,2
Tatooine,0.02,20131003,2013,10,3
Tatooine,0,20131004,2013,10,4
Tatooine,0.05,20131005,2013,10,5
Tatooine,0.06,20131006,2013,10,6
Tatooine,0.01,20131007,2013,10,7
Tatooine,0.02,20131008,2013,10,8
Tatooine,0.09,20131009,2013,10,9
